04:11:09,534  0, step: 20, E: 0.4, Total_steps: 20
04:21:36,100  413, step: 61, E: 0.06557377049180328, Total_steps: 10248
04:21:39,378  414, step: 71, E: 0.08450704225352113, Total_steps: 10319
04:21:43,349  415, step: 94, E: 0.07446808510638298, Total_steps: 10413
04:21:46,217  416, step: 73, E: 0.0684931506849315, Total_steps: 10486
04:21:50,724  417, step: 107, E: 0.102803738317757, Total_steps: 10593
04:21:55,178  418, step: 108, E: 0.08333333333333333, Total_steps: 10701
04:22:00,355  419, step: 113, E: 0.11504424778761062, Total_steps: 10814
04:22:29,226  420, step: 148, E: 0.08108108108108109, Total_steps: 10962
04:22:43,91  421, step: 261, E: 0.08812260536398467, Total_steps: 11223
04:22:47,443  422, step: 99, E: 0.06060606060606061, Total_steps: 11322
04:22:53,545  423, step: 153, E: 0.12418300653594772, Total_steps: 11475
04:22:59,555  424, step: 138, E: 0.028985507246376812, Total_steps: 11613
04:23:03,844  425, step: 81, E: 0.1111111111111111, Total_steps: 11694
04:23:09,725  426, step: 137, E: 0.06569343065693431, Total_steps: 11831
04:23:14,939  427, step: 124, E: 0.07258064516129033, Total_steps: 11955
04:23:18,628  428, step: 91, E: 0.06593406593406594, Total_steps: 12046
04:23:25,23  429, step: 149, E: 0.10738255033557047, Total_steps: 12195
04:24:16,377  430, step: 199, E: 0.135678391959799, Total_steps: 12394
04:24:20,442  431, step: 96, E: 0.052083333333333336, Total_steps: 12490
04:24:26,90  432, step: 140, E: 0.07142857142857142, Total_steps: 12630
04:24:30,762  433, step: 105, E: 0.14285714285714285, Total_steps: 12735
04:24:42,333  434, step: 278, E: 0.07913669064748201, Total_steps: 13013
04:24:48,919  435, step: 127, E: 0.11023622047244094, Total_steps: 13140
04:25:04,797  436, step: 320, E: 0.084375, Total_steps: 13460
04:25:15,779  437, step: 261, E: 0.0842911877394636, Total_steps: 13721
04:25:22,276  438, step: 163, E: 0.10429447852760736, Total_steps: 13884
04:25:44,272  439, step: 500, E: 0.082, Total_steps: 14384
04:26:34,301  440, step: 217, E: 0.1152073732718894, Total_steps: 14601
04:26:42,492  441, step: 180, E: 0.1388888888888889, Total_steps: 14781
04:26:55,351  442, step: 269, E: 0.10780669144981413, Total_steps: 15050
04:27:10,834  443, step: 313, E: 0.1182108626198083, Total_steps: 15363
04:27:22,403  444, step: 259, E: 0.13127413127413126, Total_steps: 15622
04:27:43,959  445, step: 482, E: 0.13070539419087138, Total_steps: 16104
04:28:05,481  446, step: 500, E: 0.094, Total_steps: 16604
04:28:17,433  447, step: 275, E: 0.14181818181818182, Total_steps: 16879
04:28:30,315  448, step: 284, E: 0.14084507042253522, Total_steps: 17163
04:28:52,188  449, step: 498, E: 0.10642570281124498, Total_steps: 17661
04:30:01,507  450, step: 265, E: 0.15849056603773584, Total_steps: 17926
04:30:16,795  451, step: 354, E: 0.1384180790960452, Total_steps: 18280
04:30:30,743  452, step: 307, E: 0.08469055374592833, Total_steps: 18587
04:30:47,323  453, step: 391, E: 0.13043478260869565, Total_steps: 18978
04:30:59,620  454, step: 290, E: 0.10689655172413794, Total_steps: 19268
04:31:10,890  455, step: 254, E: 0.1220472440944882, Total_steps: 19522
04:31:25,174  456, step: 340, E: 0.10294117647058823, Total_steps: 19862
04:31:37,242  457, step: 256, E: 0.109375, Total_steps: 20118
04:32:00,628  458, step: 500, E: 0.108, Total_steps: 20618
04:32:21,846  459, step: 469, E: 0.09808102345415778, Total_steps: 21087
04:33:16,22  460, step: 243, E: 0.10699588477366255, Total_steps: 21330
04:33:24,0  461, step: 193, E: 0.10362694300518134, Total_steps: 21523
04:33:35,232  462, step: 247, E: 0.1417004048582996, Total_steps: 21770
04:33:46,714  463, step: 266, E: 0.09398496240601503, Total_steps: 22036
04:33:55,675  464, step: 171, E: 0.14619883040935672, Total_steps: 22207
04:34:04,872  465, step: 170, E: 0.12941176470588237, Total_steps: 22377
04:34:12,121  466, step: 161, E: 0.16149068322981366, Total_steps: 22538
04:34:21,788  467, step: 216, E: 0.09722222222222222, Total_steps: 22754
04:34:28,854  468, step: 164, E: 0.15853658536585366, Total_steps: 22918
04:34:38,685  469, step: 214, E: 0.11682242990654206, Total_steps: 23132
04:35:20,464  470, step: 158, E: 0.10759493670886076, Total_steps: 23290
04:35:28,136  471, step: 165, E: 0.10909090909090909, Total_steps: 23455
04:35:44,450  472, step: 381, E: 0.08136482939632546, Total_steps: 23836
04:35:51,825  473, step: 163, E: 0.1165644171779141, Total_steps: 23999
04:35:58,832  474, step: 148, E: 0.1554054054054054, Total_steps: 24147
04:36:07,736  475, step: 175, E: 0.1657142857142857, Total_steps: 24322
04:36:21,631  476, step: 271, E: 0.09225092250922509, Total_steps: 24593
04:36:34,982  477, step: 284, E: 0.056338028169014086, Total_steps: 24877
04:36:41,307  478, step: 148, E: 0.18243243243243243, Total_steps: 25025
04:36:58,248  479, step: 375, E: 0.07733333333333334, Total_steps: 25400
04:37:41,174  480, step: 202, E: 0.10396039603960396, Total_steps: 25602
04:37:50,973  481, step: 205, E: 0.07804878048780488, Total_steps: 25807
04:38:02,880  482, step: 244, E: 0.1598360655737705, Total_steps: 26051
04:38:11,24  483, step: 175, E: 0.12571428571428572, Total_steps: 26226
04:38:21,854  484, step: 203, E: 0.06896551724137931, Total_steps: 26429
04:38:29,665  485, step: 137, E: 0.12408759124087591, Total_steps: 26566
04:38:36,646  486, step: 138, E: 0.14492753623188406, Total_steps: 26704
04:38:44,450  487, step: 156, E: 0.07051282051282051, Total_steps: 26860
04:38:57,458  488, step: 260, E: 0.08461538461538462, Total_steps: 27120
04:39:08,884  489, step: 229, E: 0.07423580786026202, Total_steps: 27349
04:39:42,994  490, step: 149, E: 0.12751677852348994, Total_steps: 27498
04:39:50,812  491, step: 150, E: 0.10666666666666667, Total_steps: 27648
04:39:58,647  492, step: 149, E: 0.09395973154362416, Total_steps: 27797
04:40:07,5  493, step: 184, E: 0.10869565217391304, Total_steps: 27981
04:40:15,393  494, step: 169, E: 0.08875739644970414, Total_steps: 28150
04:40:24,206  495, step: 180, E: 0.12777777777777777, Total_steps: 28330
04:40:36,698  496, step: 239, E: 0.08368200836820083, Total_steps: 28569
04:40:52,61  497, step: 303, E: 0.056105610561056105, Total_steps: 28872
04:40:59,277  498, step: 145, E: 0.11724137931034483, Total_steps: 29017
04:41:10,666  499, step: 227, E: 0.0881057268722467, Total_steps: 29244
04:41:51,896  500, step: 308, E: 0.10064935064935066, Total_steps: 29552
04:42:13,832  501, step: 435, E: 0.09655172413793103, Total_steps: 29987
04:42:21,405  502, step: 163, E: 0.06748466257668712, Total_steps: 30150
04:42:37,409  503, step: 324, E: 0.07407407407407407, Total_steps: 30474
04:42:44,803  504, step: 155, E: 0.12903225806451613, Total_steps: 30629
04:42:53,675  505, step: 173, E: 0.09248554913294797, Total_steps: 30802
04:43:02,784  506, step: 158, E: 0.0759493670886076, Total_steps: 30960
04:43:10,678  507, step: 170, E: 0.10588235294117647, Total_steps: 31130
04:43:19,73  508, step: 173, E: 0.10404624277456648, Total_steps: 31303
04:43:33,582  509, step: 306, E: 0.0718954248366013, Total_steps: 31609
04:44:05,485  510, step: 148, E: 0.08783783783783784, Total_steps: 31757
04:44:16,87  511, step: 255, E: 0.047058823529411764, Total_steps: 32012
04:44:23,929  512, step: 185, E: 0.0972972972972973, Total_steps: 32197
04:44:35,738  513, step: 269, E: 0.08550185873605948, Total_steps: 32466
04:44:43,197  514, step: 172, E: 0.08139534883720931, Total_steps: 32638
04:44:52,302  515, step: 204, E: 0.04411764705882353, Total_steps: 32842
04:44:59,732  516, step: 168, E: 0.10714285714285714, Total_steps: 33010
04:45:11,568  517, step: 237, E: 0.05485232067510549, Total_steps: 33247
04:45:23,711  518, step: 261, E: 0.07662835249042145, Total_steps: 33508
04:45:35,669  519, step: 280, E: 0.08928571428571429, Total_steps: 33788
04:46:14,54  520, step: 183, E: 0.060109289617486336, Total_steps: 33971
04:46:25,426  521, step: 179, E: 0.05027932960893855, Total_steps: 34150
04:46:38,893  522, step: 292, E: 0.05136986301369863, Total_steps: 34442
04:46:48,990  523, step: 230, E: 0.0391304347826087, Total_steps: 34672
04:47:05,631  524, step: 367, E: 0.06267029972752043, Total_steps: 35039
04:47:16,670  525, step: 229, E: 0.056768558951965066, Total_steps: 35268
04:47:28,355  526, step: 214, E: 0.04672897196261682, Total_steps: 35482
04:47:45,205  527, step: 367, E: 0.05994550408719346, Total_steps: 35849
04:47:59,699  528, step: 314, E: 0.06369426751592357, Total_steps: 36163
04:48:11,132  529, step: 215, E: 0.04186046511627907, Total_steps: 36378
04:49:25,593  530, step: 500, E: 0.098, Total_steps: 36878
04:49:36,920  531, step: 263, E: 0.07984790874524715, Total_steps: 37141
04:50:01,153  532, step: 500, E: 0.094, Total_steps: 37641
04:50:24,827  533, step: 500, E: 0.11, Total_steps: 38141
04:50:46,741  534, step: 500, E: 0.104, Total_steps: 38641
04:51:09,357  535, step: 500, E: 0.104, Total_steps: 39141
04:51:32,360  536, step: 500, E: 0.098, Total_steps: 39641
04:51:55,971  537, step: 500, E: 0.128, Total_steps: 40141
04:52:18,890  538, step: 441, E: 0.14058956916099774, Total_steps: 40582
04:52:33,766  539, step: 323, E: 0.11764705882352941, Total_steps: 40905
04:53:46,21  540, step: 494, E: 0.1194331983805668, Total_steps: 41399
04:54:02,637  541, step: 379, E: 0.11345646437994723, Total_steps: 41778
04:54:26,519  542, step: 486, E: 0.09465020576131687, Total_steps: 42264
04:54:48,365  543, step: 478, E: 0.13598326359832635, Total_steps: 42742
04:55:11,329  544, step: 500, E: 0.136, Total_steps: 43242
04:55:32,455  545, step: 484, E: 0.12396694214876033, Total_steps: 43726
04:55:53,129  546, step: 441, E: 0.12698412698412698, Total_steps: 44167
04:56:12,73  547, step: 435, E: 0.13333333333333333, Total_steps: 44602
04:56:36,328  548, step: 500, E: 0.148, Total_steps: 45102
04:56:56,950  549, step: 427, E: 0.1288056206088993, Total_steps: 45529
04:58:11,757  550, step: 415, E: 0.13012048192771083, Total_steps: 45944
04:58:28,921  551, step: 379, E: 0.11873350923482849, Total_steps: 46323
04:58:52,598  552, step: 420, E: 0.11428571428571428, Total_steps: 46743
04:59:12,342  553, step: 368, E: 0.10869565217391304, Total_steps: 47111
04:59:31,743  554, step: 432, E: 0.13194444444444445, Total_steps: 47543
04:59:50,128  555, step: 413, E: 0.12106537530266344, Total_steps: 47956
05:00:06,906  556, step: 357, E: 0.10644257703081232, Total_steps: 48313
05:00:29,945  557, step: 481, E: 0.12266112266112267, Total_steps: 48794
05:00:48,238  558, step: 401, E: 0.1172069825436409, Total_steps: 49195
05:01:04,442  559, step: 363, E: 0.12672176308539945, Total_steps: 49558
05:02:19,79  560, step: 458, E: 0.1091703056768559, Total_steps: 50016
05:02:34,213  561, step: 326, E: 0.09202453987730061, Total_steps: 50342
05:02:53,256  562, step: 432, E: 0.10648148148148148, Total_steps: 50774
05:03:10,242  563, step: 382, E: 0.10471204188481675, Total_steps: 51156
05:03:24,79  564, step: 296, E: 0.13851351351351351, Total_steps: 51452
05:03:49,579  565, step: 500, E: 0.1, Total_steps: 51952
05:04:06,841  566, step: 378, E: 0.12962962962962962, Total_steps: 52330
05:04:21,21  567, step: 312, E: 0.15384615384615385, Total_steps: 52642
05:04:37,120  568, step: 349, E: 0.14613180515759314, Total_steps: 52991
05:04:51,339  569, step: 322, E: 0.12422360248447205, Total_steps: 53313
05:06:02,160  570, step: 500, E: 0.122, Total_steps: 53813
05:06:24,816  571, step: 484, E: 0.1756198347107438, Total_steps: 54297
05:06:39,577  572, step: 329, E: 0.1945288753799392, Total_steps: 54626
05:06:53,102  573, step: 301, E: 0.16943521594684385, Total_steps: 54927
05:07:04,516  574, step: 258, E: 0.1937984496124031, Total_steps: 55185
05:07:21,790  575, step: 398, E: 0.20100502512562815, Total_steps: 55583
05:07:37,527  576, step: 345, E: 0.22608695652173913, Total_steps: 55928
05:07:50,306  577, step: 278, E: 0.2014388489208633, Total_steps: 56206
05:08:03,367  578, step: 255, E: 0.24705882352941178, Total_steps: 56461
05:08:16,356  579, step: 274, E: 0.17153284671532848, Total_steps: 56735
05:09:16,483  580, step: 479, E: 0.14822546972860126, Total_steps: 57214
05:09:30,875  581, step: 325, E: 0.2, Total_steps: 57539
05:09:42,442  582, step: 288, E: 0.16319444444444445, Total_steps: 57827
05:09:54,516  583, step: 277, E: 0.18772563176895307, Total_steps: 58104
05:10:17,838  584, step: 500, E: 0.124, Total_steps: 58604
05:10:33,988  585, step: 328, E: 0.1951219512195122, Total_steps: 58932
05:10:51,645  586, step: 405, E: 0.12345679012345678, Total_steps: 59337
05:11:04,496  587, step: 291, E: 0.19243986254295534, Total_steps: 59628
05:11:17,627  588, step: 316, E: 0.13924050632911392, Total_steps: 59944
05:11:35,53  589, step: 387, E: 0.18863049095607234, Total_steps: 60331
05:12:37,744  590, step: 324, E: 0.19444444444444445, Total_steps: 60655
05:12:53,153  591, step: 340, E: 0.17941176470588235, Total_steps: 60995
05:13:06,100  592, step: 278, E: 0.2014388489208633, Total_steps: 61273
05:13:19,945  593, step: 297, E: 0.2053872053872054, Total_steps: 61570
05:13:30,360  594, step: 239, E: 0.2301255230125523, Total_steps: 61809
05:13:41,881  595, step: 251, E: 0.18725099601593626, Total_steps: 62060
05:13:51,553  596, step: 208, E: 0.24519230769230768, Total_steps: 62268
05:14:00,717  597, step: 199, E: 0.18592964824120603, Total_steps: 62467
05:14:12,858  598, step: 275, E: 0.21818181818181817, Total_steps: 62742
05:14:21,544  599, step: 202, E: 0.23267326732673269, Total_steps: 62944
05:15:12,325  600, step: 272, E: 0.19117647058823528, Total_steps: 63216
05:15:23,840  601, step: 239, E: 0.2175732217573222, Total_steps: 63455
05:15:35,670  602, step: 234, E: 0.21367521367521367, Total_steps: 63689
05:15:48,256  603, step: 256, E: 0.21875, Total_steps: 63945
05:16:03,132  604, step: 309, E: 0.1715210355987055, Total_steps: 64254
05:16:15,533  605, step: 260, E: 0.18846153846153846, Total_steps: 64514
05:16:29,938  606, step: 288, E: 0.21180555555555555, Total_steps: 64802
05:16:46,269  607, step: 324, E: 0.18209876543209877, Total_steps: 65126
05:17:02,338  608, step: 302, E: 0.2119205298013245, Total_steps: 65428
05:17:18,329  609, step: 291, E: 0.18213058419243985, Total_steps: 65719
05:18:31,799  610, step: 330, E: 0.14242424242424243, Total_steps: 66049
05:18:47,934  611, step: 390, E: 0.15897435897435896, Total_steps: 66439
05:19:02,997  612, step: 339, E: 0.15634218289085547, Total_steps: 66778
05:19:18,19  613, step: 300, E: 0.16, Total_steps: 67078
05:19:36,119  614, step: 380, E: 0.15263157894736842, Total_steps: 67458
05:19:52,705  615, step: 391, E: 0.13554987212276215, Total_steps: 67849
05:20:10,362  616, step: 405, E: 0.14074074074074075, Total_steps: 68254
05:20:26,479  617, step: 378, E: 0.17724867724867724, Total_steps: 68632
05:20:42,818  618, step: 376, E: 0.1595744680851064, Total_steps: 69008
05:20:57,40  619, step: 328, E: 0.15853658536585366, Total_steps: 69336
05:21:54,914  620, step: 333, E: 0.1831831831831832, Total_steps: 69669
05:22:10,621  621, step: 327, E: 0.14984709480122324, Total_steps: 69996
05:22:27,426  622, step: 358, E: 0.12849162011173185, Total_steps: 70354
05:22:45,643  623, step: 401, E: 0.1571072319201995, Total_steps: 70755
05:23:05,521  624, step: 420, E: 0.1523809523809524, Total_steps: 71175
05:23:23,158  625, step: 412, E: 0.1529126213592233, Total_steps: 71587
05:23:45,63  626, step: 458, E: 0.12663755458515283, Total_steps: 72045
05:24:10,174  627, step: 497, E: 0.14285714285714285, Total_steps: 72542
05:24:30,628  628, step: 437, E: 0.13501144164759726, Total_steps: 72979
05:24:51,789  629, step: 477, E: 0.1278825995807128, Total_steps: 73456
05:26:12,223  630, step: 500, E: 0.154, Total_steps: 73956
05:26:37,213  631, step: 500, E: 0.142, Total_steps: 74456
05:26:58,806  632, step: 500, E: 0.146, Total_steps: 74956
05:27:21,107  633, step: 500, E: 0.134, Total_steps: 75456
05:27:42,825  634, step: 500, E: 0.114, Total_steps: 75956
05:28:04,240  635, step: 500, E: 0.108, Total_steps: 76456
05:28:30,436  636, step: 500, E: 0.134, Total_steps: 76956
05:28:56,177  637, step: 500, E: 0.106, Total_steps: 77456
05:29:19,176  638, step: 500, E: 0.094, Total_steps: 77956
05:29:41,369  639, step: 500, E: 0.14, Total_steps: 78456
05:31:05,220  640, step: 500, E: 0.112, Total_steps: 78956
05:31:27,624  641, step: 500, E: 0.14, Total_steps: 79456
05:31:50,117  642, step: 500, E: 0.12, Total_steps: 79956
05:32:11,858  643, step: 500, E: 0.114, Total_steps: 80456
05:32:33,443  644, step: 500, E: 0.132, Total_steps: 80956
05:32:57,542  645, step: 500, E: 0.124, Total_steps: 81456
05:33:21,245  646, step: 500, E: 0.156, Total_steps: 81956
05:33:43,732  647, step: 500, E: 0.14, Total_steps: 82456
05:34:06,633  648, step: 500, E: 0.138, Total_steps: 82956
05:34:30,236  649, step: 500, E: 0.16, Total_steps: 83456
05:35:52,787  650, step: 500, E: 0.124, Total_steps: 83956
05:36:16,475  651, step: 500, E: 0.122, Total_steps: 84456
05:36:39,288  652, step: 500, E: 0.12, Total_steps: 84956
05:37:02,60  653, step: 500, E: 0.088, Total_steps: 85456
05:37:24,649  654, step: 500, E: 0.11, Total_steps: 85956
05:37:49,146  655, step: 500, E: 0.096, Total_steps: 86456
05:38:12,101  656, step: 500, E: 0.11, Total_steps: 86956
05:38:34,25  657, step: 500, E: 0.124, Total_steps: 87456
05:38:56,257  658, step: 500, E: 0.126, Total_steps: 87956
05:39:18,791  659, step: 500, E: 0.146, Total_steps: 88456
05:40:43,268  660, step: 500, E: 0.092, Total_steps: 88956
05:41:06,838  661, step: 500, E: 0.112, Total_steps: 89456
05:41:28,985  662, step: 500, E: 0.136, Total_steps: 89956
05:41:50,568  663, step: 500, E: 0.122, Total_steps: 90456
05:42:17,768  664, step: 500, E: 0.116, Total_steps: 90956
05:42:41,546  665, step: 500, E: 0.15, Total_steps: 91456
05:43:04,668  666, step: 500, E: 0.13, Total_steps: 91956
05:43:27,503  667, step: 500, E: 0.132, Total_steps: 92456
05:43:49,973  668, step: 500, E: 0.142, Total_steps: 92956
05:44:13,382  669, step: 500, E: 0.114, Total_steps: 93456
05:45:35,485  670, step: 500, E: 0.124, Total_steps: 93956
05:45:57,767  671, step: 500, E: 0.12, Total_steps: 94456
05:46:20,763  672, step: 500, E: 0.124, Total_steps: 94956
05:46:46,104  673, step: 500, E: 0.1, Total_steps: 95456
05:47:08,855  674, step: 500, E: 0.096, Total_steps: 95956
05:47:31,492  675, step: 500, E: 0.11, Total_steps: 96456
05:47:53,820  676, step: 500, E: 0.104, Total_steps: 96956
05:48:16,818  677, step: 500, E: 0.13, Total_steps: 97456
05:48:38,931  678, step: 500, E: 0.164, Total_steps: 97956
05:48:49,803  679, step: 232, E: 0.1810344827586207, Total_steps: 98188
05:49:50,172  680, step: 94, E: 0.1595744680851064, Total_steps: 98282
05:49:54,20  681, step: 88, E: 0.26136363636363635, Total_steps: 98370
05:49:55,37  682, step: 27, E: 0.18518518518518517, Total_steps: 98397
05:49:56,147  683, step: 23, E: 0.21739130434782608, Total_steps: 98420
05:49:57,461  684, step: 27, E: 0.14814814814814814, Total_steps: 98447
05:49:58,775  685, step: 33, E: 0.18181818181818182, Total_steps: 98480
05:50:00,913  686, step: 43, E: 0.23255813953488372, Total_steps: 98523
05:50:02,429  687, step: 34, E: 0.20588235294117646, Total_steps: 98557
05:50:03,429  688, step: 29, E: 0.27586206896551724, Total_steps: 98586
05:50:03,917  689, step: 14, E: 0.2857142857142857, Total_steps: 98600
05:50:08,158  690, step: 26, E: 0.15384615384615385, Total_steps: 98626
05:50:09,689  691, step: 34, E: 0.29411764705882354, Total_steps: 98660
05:50:10,175  692, step: 11, E: 0.36363636363636365, Total_steps: 98671
05:50:10,719  693, step: 11, E: 0.2727272727272727, Total_steps: 98682
05:50:12,236  694, step: 30, E: 0.13333333333333333, Total_steps: 98712
05:50:12,698  695, step: 12, E: 0.16666666666666666, Total_steps: 98724
05:50:13,203  696, step: 9, E: 0.3333333333333333, Total_steps: 98733
05:50:13,675  697, step: 11, E: 0.2727272727272727, Total_steps: 98744
05:50:14,221  698, step: 14, E: 0.21428571428571427, Total_steps: 98758
05:50:14,968  699, step: 18, E: 0.3888888888888889, Total_steps: 98776
05:50:16,886  700, step: 12, E: 0.4166666666666667, Total_steps: 98788
05:50:17,300  701, step: 11, E: 0.2727272727272727, Total_steps: 98799
05:50:17,939  702, step: 16, E: 0.375, Total_steps: 98815
05:50:18,479  703, step: 12, E: 0.25, Total_steps: 98827
05:50:19,163  704, step: 15, E: 0.3333333333333333, Total_steps: 98842
05:50:20,513  705, step: 34, E: 0.23529411764705882, Total_steps: 98876
05:50:22,144  706, step: 35, E: 0.2571428571428571, Total_steps: 98911
05:50:22,616  707, step: 12, E: 0.25, Total_steps: 98923
05:50:23,299  708, step: 17, E: 0.4117647058823529, Total_steps: 98940
05:50:23,839  709, step: 12, E: 0.3333333333333333, Total_steps: 98952
05:50:27,884  710, step: 21, E: 0.2857142857142857, Total_steps: 98973
05:50:28,719  711, step: 16, E: 0.4375, Total_steps: 98989
05:50:30,794  712, step: 39, E: 0.23076923076923078, Total_steps: 99028
05:50:31,755  713, step: 15, E: 0.26666666666666666, Total_steps: 99043
05:50:33,137  714, step: 32, E: 0.21875, Total_steps: 99075
05:50:34,843  715, step: 39, E: 0.20512820512820512, Total_steps: 99114
05:50:36,501  716, step: 35, E: 0.2, Total_steps: 99149
05:50:37,407  717, step: 21, E: 0.42857142857142855, Total_steps: 99170
05:50:38,474  718, step: 29, E: 0.4482758620689655, Total_steps: 99199
05:50:39,938  719, step: 37, E: 0.24324324324324326, Total_steps: 99236
05:50:57,52  720, step: 40, E: 0.325, Total_steps: 99276
05:50:58,913  721, step: 43, E: 0.27906976744186046, Total_steps: 99319
05:51:02,370  722, step: 62, E: 0.25806451612903225, Total_steps: 99381
05:51:04,873  723, step: 48, E: 0.375, Total_steps: 99429
05:51:09,312  724, step: 83, E: 0.3493975903614458, Total_steps: 99512
05:51:11,508  725, step: 44, E: 0.2727272727272727, Total_steps: 99556
05:51:15,49  726, step: 65, E: 0.2923076923076923, Total_steps: 99621
05:51:23,306  727, step: 190, E: 0.2631578947368421, Total_steps: 99811
05:51:26,222  728, step: 55, E: 0.36363636363636365, Total_steps: 99866
05:51:36,778  729, step: 236, E: 0.3008474576271186, Total_steps: 100102
05:52:10,974  730, step: 47, E: 0.3404255319148936, Total_steps: 100149
05:52:11,851  731, step: 19, E: 0.21052631578947367, Total_steps: 100168
05:52:25,652  732, step: 301, E: 0.27906976744186046, Total_steps: 100469
05:52:38,429  733, step: 276, E: 0.27898550724637683, Total_steps: 100745
05:52:51,389  734, step: 293, E: 0.22184300341296928, Total_steps: 101038
05:53:09,386  735, step: 375, E: 0.21866666666666668, Total_steps: 101413
05:53:34,313  736, step: 500, E: 0.184, Total_steps: 101913
05:53:44,7  737, step: 210, E: 0.21904761904761905, Total_steps: 102123
05:53:52,700  738, step: 194, E: 0.17010309278350516, Total_steps: 102317
05:54:01,894  739, step: 201, E: 0.19900497512437812, Total_steps: 102518
05:54:44,20  740, step: 251, E: 0.16733067729083664, Total_steps: 102769
05:54:54,853  741, step: 256, E: 0.16796875, Total_steps: 103025
05:55:04,128  742, step: 204, E: 0.1568627450980392, Total_steps: 103229
05:55:14,962  743, step: 246, E: 0.1910569105691057, Total_steps: 103475
05:55:27,689  744, step: 288, E: 0.19791666666666666, Total_steps: 103763
05:55:38,198  745, step: 208, E: 0.17307692307692307, Total_steps: 103971
05:55:48,364  746, step: 194, E: 0.23195876288659795, Total_steps: 104165
05:56:01,177  747, step: 273, E: 0.13186813186813187, Total_steps: 104438
05:56:14,352  748, step: 284, E: 0.08450704225352113, Total_steps: 104722
05:56:26,176  749, step: 260, E: 0.1076923076923077, Total_steps: 104982
05:57:20,152  750, step: 226, E: 0.084070796460177, Total_steps: 105208
05:57:34,312  751, step: 337, E: 0.08011869436201781, Total_steps: 105545
05:57:46,605  752, step: 288, E: 0.0798611111111111, Total_steps: 105833
05:58:06,614  753, step: 374, E: 0.058823529411764705, Total_steps: 106207
05:58:18,644  754, step: 277, E: 0.07220216606498195, Total_steps: 106484
05:58:30,665  755, step: 264, E: 0.06060606060606061, Total_steps: 106748
05:58:46,358  756, step: 343, E: 0.04956268221574344, Total_steps: 107091
05:59:01,736  757, step: 296, E: 0.07094594594594594, Total_steps: 107387
05:59:14,25  758, step: 268, E: 0.0708955223880597, Total_steps: 107655
05:59:29,705  759, step: 366, E: 0.07377049180327869, Total_steps: 108021
06:00:44,998  760, step: 420, E: 0.08095238095238096, Total_steps: 108441
06:00:58,645  761, step: 296, E: 0.057432432432432436, Total_steps: 108737
06:01:13,19  762, step: 307, E: 0.07166123778501629, Total_steps: 109044
06:01:25,68  763, step: 274, E: 0.10218978102189781, Total_steps: 109318
06:01:48,316  764, step: 500, E: 0.112, Total_steps: 109818
06:02:04,837  765, step: 353, E: 0.059490084985835696, Total_steps: 110171
06:02:19,727  766, step: 326, E: 0.06748466257668712, Total_steps: 110497
06:02:42,876  767, step: 440, E: 0.1, Total_steps: 110937
06:03:06,316  768, step: 500, E: 0.096, Total_steps: 111437
06:03:18,841  769, step: 276, E: 0.07971014492753623, Total_steps: 111713
06:04:21,491  770, step: 318, E: 0.07232704402515723, Total_steps: 112031
06:04:45,31  771, step: 500, E: 0.094, Total_steps: 112531
06:05:07,142  772, step: 443, E: 0.0654627539503386, Total_steps: 112974
06:05:25,75  773, step: 403, E: 0.05459057071960298, Total_steps: 113377
06:05:47,13  774, step: 500, E: 0.06, Total_steps: 113877
06:06:06,945  775, step: 423, E: 0.06855791962174941, Total_steps: 114300
06:06:29,159  776, step: 500, E: 0.068, Total_steps: 114800
06:06:51,215  777, step: 500, E: 0.062, Total_steps: 115300
06:07:17,773  778, step: 500, E: 0.112, Total_steps: 115800
06:07:40,204  779, step: 500, E: 0.06, Total_steps: 116300
06:08:55,150  780, step: 442, E: 0.08597285067873303, Total_steps: 116742
06:09:09,781  781, step: 322, E: 0.09627329192546584, Total_steps: 117064
06:09:35,233  782, step: 500, E: 0.074, Total_steps: 117564
06:09:56,973  783, step: 500, E: 0.076, Total_steps: 118064
06:10:12,275  784, step: 352, E: 0.07386363636363637, Total_steps: 118416
06:10:27,944  785, step: 359, E: 0.10027855153203342, Total_steps: 118775
06:10:50,253  786, step: 500, E: 0.058, Total_steps: 119275
06:11:11,489  787, step: 500, E: 0.08, Total_steps: 119775
06:11:34,15  788, step: 500, E: 0.086, Total_steps: 120275
06:11:57,384  789, step: 500, E: 0.06, Total_steps: 120775
06:13:11,348  790, step: 365, E: 0.09315068493150686, Total_steps: 121140
06:13:35,196  791, step: 500, E: 0.088, Total_steps: 121640
06:13:58,734  792, step: 500, E: 0.062, Total_steps: 122140
06:14:22,472  793, step: 500, E: 0.056, Total_steps: 122640
06:14:45,469  794, step: 500, E: 0.09, Total_steps: 123140
06:15:08,91  795, step: 500, E: 0.1, Total_steps: 123640
06:15:29,505  796, step: 500, E: 0.072, Total_steps: 124140
06:15:52,132  797, step: 500, E: 0.096, Total_steps: 124640
06:16:25,4  798, step: 500, E: 0.098, Total_steps: 125140
06:16:47,133  799, step: 500, E: 0.07, Total_steps: 125640
06:18:07,338  800, step: 500, E: 0.056, Total_steps: 126140
06:18:28,775  801, step: 454, E: 0.11894273127753303, Total_steps: 126594
06:18:52,57  802, step: 500, E: 0.066, Total_steps: 127094
06:19:14,692  803, step: 500, E: 0.062, Total_steps: 127594
