23:19:38,261  0, step: 13, E: 0.15384615384615385, Total_steps: 13
23:19:50,54  36, step: 9, E: 0.0, Total_steps: 520
23:19:50,333  37, step: 8, E: 0.0, Total_steps: 528
23:19:50,640  38, step: 12, E: 0.08333333333333333, Total_steps: 540
23:19:50,849  39, step: 8, E: 0.0, Total_steps: 548
23:19:51,903  40, step: 10, E: 0.0, Total_steps: 558
23:19:52,305  41, step: 12, E: 0.08333333333333333, Total_steps: 570
23:19:52,530  42, step: 8, E: 0.0, Total_steps: 578
23:19:52,953  43, step: 15, E: 0.13333333333333333, Total_steps: 593
23:19:53,245  44, step: 10, E: 0.0, Total_steps: 603
23:19:53,554  45, step: 10, E: 0.0, Total_steps: 613
23:19:53,758  46, step: 9, E: 0.0, Total_steps: 622
23:19:54,34  47, step: 10, E: 0.0, Total_steps: 632
23:19:54,339  48, step: 10, E: 0.0, Total_steps: 642
23:19:54,726  49, step: 11, E: 0.09090909090909091, Total_steps: 653
23:19:55,728  50, step: 9, E: 0.0, Total_steps: 662
23:19:56,30  51, step: 10, E: 0.0, Total_steps: 672
23:19:56,370  52, step: 8, E: 0.0, Total_steps: 680
23:19:56,673  53, step: 9, E: 0.0, Total_steps: 689
23:19:56,916  54, step: 9, E: 0.0, Total_steps: 698
23:19:57,209  55, step: 11, E: 0.09090909090909091, Total_steps: 709
23:19:57,548  56, step: 11, E: 0.0, Total_steps: 720
23:19:57,817  57, step: 10, E: 0.0, Total_steps: 730
23:19:58,142  58, step: 9, E: 0.0, Total_steps: 739
23:19:58,411  59, step: 8, E: 0.0, Total_steps: 747
23:19:59,493  60, step: 10, E: 0.1, Total_steps: 757
23:19:59,801  61, step: 11, E: 0.09090909090909091, Total_steps: 768
23:20:00,78  62, step: 9, E: 0.0, Total_steps: 777
23:20:00,337  63, step: 9, E: 0.1111111111111111, Total_steps: 786
23:20:00,675  64, step: 10, E: 0.0, Total_steps: 796
23:20:01,86  65, step: 11, E: 0.18181818181818182, Total_steps: 807
23:20:01,510  66, step: 11, E: 0.09090909090909091, Total_steps: 818
23:20:01,785  67, step: 9, E: 0.1111111111111111, Total_steps: 827
23:20:02,54  68, step: 10, E: 0.0, Total_steps: 837
23:20:02,266  69, step: 8, E: 0.0, Total_steps: 845
23:20:03,387  70, step: 9, E: 0.1111111111111111, Total_steps: 854
23:20:03,641  71, step: 8, E: 0.0, Total_steps: 862
23:20:03,936  72, step: 10, E: 0.0, Total_steps: 872
23:20:04,217  73, step: 10, E: 0.1, Total_steps: 882
23:20:04,417  74, step: 9, E: 0.0, Total_steps: 891
23:20:04,712  75, step: 8, E: 0.0, Total_steps: 899
23:20:05,70  76, step: 11, E: 0.09090909090909091, Total_steps: 910
23:20:05,334  77, step: 9, E: 0.0, Total_steps: 919
23:20:05,638  78, step: 9, E: 0.1111111111111111, Total_steps: 928
23:20:05,945  79, step: 9, E: 0.0, Total_steps: 937
23:20:07,185  80, step: 9, E: 0.0, Total_steps: 946
23:20:07,431  81, step: 8, E: 0.125, Total_steps: 954
23:20:07,792  82, step: 10, E: 0.1, Total_steps: 964
23:20:08,77  83, step: 9, E: 0.0, Total_steps: 973
23:20:08,321  84, step: 9, E: 0.0, Total_steps: 982
23:20:08,745  85, step: 10, E: 0.0, Total_steps: 992
23:20:09,0  86, step: 9, E: 0.1111111111111111, Total_steps: 1001
23:20:09,252  87, step: 9, E: 0.0, Total_steps: 1010
23:20:09,485  88, step: 8, E: 0.0, Total_steps: 1018
23:20:09,768  89, step: 9, E: 0.0, Total_steps: 1027
23:20:10,792  90, step: 8, E: 0.0, Total_steps: 1035
23:20:11,14  91, step: 8, E: 0.0, Total_steps: 1043
23:20:11,275  92, step: 8, E: 0.0, Total_steps: 1051
23:20:11,500  93, step: 9, E: 0.0, Total_steps: 1060
23:20:11,745  94, step: 9, E: 0.0, Total_steps: 1069
23:20:12,48  95, step: 10, E: 0.0, Total_steps: 1079
23:20:12,360  96, step: 10, E: 0.1, Total_steps: 1089
23:20:12,594  97, step: 8, E: 0.0, Total_steps: 1097
23:20:12,950  98, step: 11, E: 0.18181818181818182, Total_steps: 1108
23:20:13,177  99, step: 8, E: 0.0, Total_steps: 1116
23:20:14,205  100, step: 8, E: 0.0, Total_steps: 1124
23:20:14,449  101, step: 8, E: 0.0, Total_steps: 1132
23:20:14,746  102, step: 10, E: 0.0, Total_steps: 1142
23:20:14,986  103, step: 9, E: 0.0, Total_steps: 1151
23:20:15,291  104, step: 10, E: 0.1, Total_steps: 1161
23:20:15,503  105, step: 9, E: 0.1111111111111111, Total_steps: 1170
23:20:15,756  106, step: 9, E: 0.1111111111111111, Total_steps: 1179
23:20:16,18  107, step: 10, E: 0.1, Total_steps: 1189
23:20:16,286  108, step: 10, E: 0.1, Total_steps: 1199
23:20:16,609  109, step: 11, E: 0.0, Total_steps: 1210
23:20:17,618  110, step: 9, E: 0.0, Total_steps: 1219
23:20:17,908  111, step: 10, E: 0.1, Total_steps: 1229
23:20:18,178  112, step: 10, E: 0.0, Total_steps: 1239
23:20:18,500  113, step: 10, E: 0.0, Total_steps: 1249
23:20:18,758  114, step: 9, E: 0.1111111111111111, Total_steps: 1258
23:20:19,56  115, step: 9, E: 0.0, Total_steps: 1267
23:20:19,304  116, step: 9, E: 0.0, Total_steps: 1276
23:20:19,584  117, step: 8, E: 0.0, Total_steps: 1284
23:20:19,872  118, step: 10, E: 0.1, Total_steps: 1294
23:20:20,216  119, step: 10, E: 0.0, Total_steps: 1304
23:20:21,368  120, step: 10, E: 0.1, Total_steps: 1314
23:20:21,638  121, step: 8, E: 0.0, Total_steps: 1322
23:20:21,963  122, step: 10, E: 0.0, Total_steps: 1332
23:20:22,263  123, step: 10, E: 0.1, Total_steps: 1342
23:20:22,555  124, step: 9, E: 0.1111111111111111, Total_steps: 1351
23:20:22,799  125, step: 9, E: 0.1111111111111111, Total_steps: 1360
23:20:23,73  126, step: 8, E: 0.0, Total_steps: 1368
23:20:23,373  127, step: 10, E: 0.0, Total_steps: 1378
23:20:23,660  128, step: 9, E: 0.0, Total_steps: 1387
23:20:23,950  129, step: 9, E: 0.1111111111111111, Total_steps: 1396
23:20:25,0  130, step: 10, E: 0.0, Total_steps: 1406
23:20:25,295  131, step: 9, E: 0.1111111111111111, Total_steps: 1415
23:20:25,536  132, step: 9, E: 0.0, Total_steps: 1424
23:20:25,812  133, step: 10, E: 0.0, Total_steps: 1434
23:20:26,118  134, step: 10, E: 0.1, Total_steps: 1444
23:20:26,446  135, step: 10, E: 0.1, Total_steps: 1454
23:20:26,712  136, step: 9, E: 0.1111111111111111, Total_steps: 1463
23:20:27,5  137, step: 10, E: 0.2, Total_steps: 1473
23:20:27,324  138, step: 9, E: 0.0, Total_steps: 1482
23:20:27,573  139, step: 10, E: 0.1, Total_steps: 1492
23:20:28,608  140, step: 9, E: 0.0, Total_steps: 1501
23:20:28,923  141, step: 10, E: 0.1, Total_steps: 1511
23:20:29,195  142, step: 10, E: 0.1, Total_steps: 1521
23:20:29,482  143, step: 9, E: 0.0, Total_steps: 1530
23:20:29,732  144, step: 9, E: 0.0, Total_steps: 1539
23:20:30,52  145, step: 10, E: 0.1, Total_steps: 1549
23:20:30,336  146, step: 10, E: 0.0, Total_steps: 1559
23:20:30,586  147, step: 8, E: 0.0, Total_steps: 1567
23:20:30,818  148, step: 8, E: 0.0, Total_steps: 1575
23:20:31,84  149, step: 10, E: 0.1, Total_steps: 1585
23:20:32,194  150, step: 9, E: 0.0, Total_steps: 1594
23:20:32,441  151, step: 9, E: 0.1111111111111111, Total_steps: 1603
23:20:32,797  152, step: 8, E: 0.0, Total_steps: 1611
23:20:33,76  153, step: 9, E: 0.1111111111111111, Total_steps: 1620
23:20:33,405  154, step: 10, E: 0.1, Total_steps: 1630
23:20:33,744  155, step: 9, E: 0.1111111111111111, Total_steps: 1639
23:20:34,189  156, step: 9, E: 0.1111111111111111, Total_steps: 1648
23:20:34,447  157, step: 9, E: 0.1111111111111111, Total_steps: 1657
23:20:34,763  158, step: 10, E: 0.0, Total_steps: 1667
23:20:35,142  159, step: 12, E: 0.25, Total_steps: 1679
23:20:36,343  160, step: 10, E: 0.1, Total_steps: 1689
23:20:36,624  161, step: 9, E: 0.0, Total_steps: 1698
23:20:37,205  162, step: 10, E: 0.0, Total_steps: 1708
23:20:37,568  163, step: 10, E: 0.1, Total_steps: 1718
23:20:37,839  164, step: 9, E: 0.1111111111111111, Total_steps: 1727
23:20:38,169  165, step: 10, E: 0.2, Total_steps: 1737
23:20:38,432  166, step: 9, E: 0.1111111111111111, Total_steps: 1746
23:20:38,673  167, step: 9, E: 0.0, Total_steps: 1755
23:20:39,2  168, step: 8, E: 0.0, Total_steps: 1763
23:20:39,277  169, step: 10, E: 0.0, Total_steps: 1773
23:20:40,308  170, step: 9, E: 0.0, Total_steps: 1782
23:20:40,631  171, step: 10, E: 0.1, Total_steps: 1792
23:20:40,883  172, step: 10, E: 0.2, Total_steps: 1802
23:20:41,124  173, step: 9, E: 0.1111111111111111, Total_steps: 1811
23:20:41,398  174, step: 10, E: 0.0, Total_steps: 1821
23:20:41,694  175, step: 9, E: 0.1111111111111111, Total_steps: 1830
23:20:42,12  176, step: 10, E: 0.0, Total_steps: 1840
23:20:42,274  177, step: 10, E: 0.2, Total_steps: 1850
23:20:42,675  178, step: 13, E: 0.07692307692307693, Total_steps: 1863
23:20:42,905  179, step: 9, E: 0.1111111111111111, Total_steps: 1872
23:20:43,883  180, step: 8, E: 0.125, Total_steps: 1880
23:20:44,259  181, step: 13, E: 0.3076923076923077, Total_steps: 1893
23:20:44,593  182, step: 10, E: 0.2, Total_steps: 1903
23:20:45,113  183, step: 18, E: 0.5, Total_steps: 1921
23:20:45,444  184, step: 10, E: 0.0, Total_steps: 1931
23:20:45,718  185, step: 9, E: 0.2222222222222222, Total_steps: 1940
23:20:46,51  186, step: 11, E: 0.18181818181818182, Total_steps: 1951
23:20:46,323  187, step: 10, E: 0.1, Total_steps: 1961
23:20:46,565  188, step: 9, E: 0.0, Total_steps: 1970
23:20:47,30  189, step: 14, E: 0.2857142857142857, Total_steps: 1984
23:20:48,83  190, step: 10, E: 0.1, Total_steps: 1994
23:20:48,427  191, step: 9, E: 0.1111111111111111, Total_steps: 2003
23:20:48,781  192, step: 12, E: 0.08333333333333333, Total_steps: 2015
23:20:49,44  193, step: 10, E: 0.1, Total_steps: 2025
23:20:49,329  194, step: 9, E: 0.2222222222222222, Total_steps: 2034
23:20:49,589  195, step: 9, E: 0.1111111111111111, Total_steps: 2043
23:20:49,828  196, step: 8, E: 0.125, Total_steps: 2051
23:20:50,212  197, step: 11, E: 0.2727272727272727, Total_steps: 2062
23:20:50,518  198, step: 11, E: 0.2727272727272727, Total_steps: 2073
23:20:50,801  199, step: 11, E: 0.09090909090909091, Total_steps: 2084
23:20:52,32  200, step: 9, E: 0.1111111111111111, Total_steps: 2093
23:20:52,331  201, step: 10, E: 0.2, Total_steps: 2103
23:20:52,593  202, step: 8, E: 0.125, Total_steps: 2111
23:20:52,919  203, step: 11, E: 0.09090909090909091, Total_steps: 2122
23:20:53,179  204, step: 11, E: 0.18181818181818182, Total_steps: 2133
23:20:53,599  205, step: 13, E: 0.15384615384615385, Total_steps: 2146
23:20:54,33  206, step: 13, E: 0.23076923076923078, Total_steps: 2159
23:20:54,332  207, step: 10, E: 0.1, Total_steps: 2169
23:20:54,591  208, step: 9, E: 0.1111111111111111, Total_steps: 2178
23:20:54,948  209, step: 12, E: 0.16666666666666666, Total_steps: 2190
23:20:56,219  210, step: 9, E: 0.1111111111111111, Total_steps: 2199
23:20:56,474  211, step: 10, E: 0.1, Total_steps: 2209
23:20:56,775  212, step: 11, E: 0.2727272727272727, Total_steps: 2220
23:20:57,137  213, step: 11, E: 0.2727272727272727, Total_steps: 2231
23:20:57,436  214, step: 12, E: 0.3333333333333333, Total_steps: 2243
23:20:57,760  215, step: 11, E: 0.2727272727272727, Total_steps: 2254
23:20:58,131  216, step: 12, E: 0.3333333333333333, Total_steps: 2266
23:20:58,483  217, step: 12, E: 0.16666666666666666, Total_steps: 2278
23:20:58,753  218, step: 9, E: 0.1111111111111111, Total_steps: 2287
23:20:59,208  219, step: 16, E: 0.4375, Total_steps: 2303
23:21:00,970  220, step: 12, E: 0.4166666666666667, Total_steps: 2315
23:21:01,328  221, step: 10, E: 0.1, Total_steps: 2325
23:21:01,758  222, step: 11, E: 0.36363636363636365, Total_steps: 2336
23:21:02,236  223, step: 12, E: 0.25, Total_steps: 2348
23:21:02,748  224, step: 17, E: 0.35294117647058826, Total_steps: 2365
23:21:03,460  225, step: 23, E: 0.34782608695652173, Total_steps: 2388
23:21:03,711  226, step: 8, E: 0.0, Total_steps: 2396
23:21:03,982  227, step: 9, E: 0.0, Total_steps: 2405
23:21:04,236  228, step: 9, E: 0.0, Total_steps: 2414
23:21:04,521  229, step: 9, E: 0.1111111111111111, Total_steps: 2423
23:21:05,622  230, step: 10, E: 0.1, Total_steps: 2433
23:21:05,955  231, step: 10, E: 0.0, Total_steps: 2443
23:21:06,213  232, step: 10, E: 0.0, Total_steps: 2453
23:21:06,432  233, step: 9, E: 0.0, Total_steps: 2462
23:21:06,743  234, step: 9, E: 0.0, Total_steps: 2471
23:21:07,367  235, step: 8, E: 0.0, Total_steps: 2479
23:21:07,663  236, step: 10, E: 0.0, Total_steps: 2489
23:21:07,948  237, step: 10, E: 0.1, Total_steps: 2499
23:21:08,310  238, step: 12, E: 0.08333333333333333, Total_steps: 2511
23:21:08,549  239, step: 9, E: 0.1111111111111111, Total_steps: 2520
23:21:09,478  240, step: 9, E: 0.0, Total_steps: 2529
23:21:09,708  241, step: 10, E: 0.1, Total_steps: 2539
23:21:10,86  242, step: 11, E: 0.09090909090909091, Total_steps: 2550
23:21:10,334  243, step: 10, E: 0.0, Total_steps: 2560
23:21:10,697  244, step: 10, E: 0.1, Total_steps: 2570
23:21:11,26  245, step: 11, E: 0.09090909090909091, Total_steps: 2581
23:21:11,271  246, step: 9, E: 0.0, Total_steps: 2590
23:21:11,500  247, step: 9, E: 0.0, Total_steps: 2599
23:21:11,777  248, step: 9, E: 0.1111111111111111, Total_steps: 2608
23:21:12,11  249, step: 9, E: 0.0, Total_steps: 2617
23:21:12,979  250, step: 10, E: 0.0, Total_steps: 2627
23:21:13,213  251, step: 8, E: 0.125, Total_steps: 2635
23:21:13,469  252, step: 10, E: 0.0, Total_steps: 2645
23:21:13,789  253, step: 10, E: 0.0, Total_steps: 2655
23:21:14,112  254, step: 9, E: 0.0, Total_steps: 2664
23:21:14,344  255, step: 9, E: 0.0, Total_steps: 2673
23:21:14,589  256, step: 9, E: 0.0, Total_steps: 2682
23:21:14,898  257, step: 10, E: 0.0, Total_steps: 2692
23:21:15,226  258, step: 10, E: 0.0, Total_steps: 2702
23:21:15,482  259, step: 9, E: 0.0, Total_steps: 2711
23:21:16,507  260, step: 10, E: 0.0, Total_steps: 2721
23:21:16,789  261, step: 10, E: 0.0, Total_steps: 2731
23:21:17,108  262, step: 10, E: 0.1, Total_steps: 2741
23:21:17,303  263, step: 8, E: 0.0, Total_steps: 2749
23:21:17,649  264, step: 10, E: 0.0, Total_steps: 2759
23:21:17,926  265, step: 9, E: 0.1111111111111111, Total_steps: 2768
23:21:18,170  266, step: 9, E: 0.0, Total_steps: 2777
23:21:18,483  267, step: 9, E: 0.0, Total_steps: 2786
23:21:18,726  268, step: 8, E: 0.125, Total_steps: 2794
23:21:18,999  269, step: 9, E: 0.0, Total_steps: 2803
23:21:20,32  270, step: 9, E: 0.0, Total_steps: 2812
23:21:20,319  271, step: 9, E: 0.0, Total_steps: 2821
23:21:20,635  272, step: 10, E: 0.1, Total_steps: 2831
23:21:20,899  273, step: 9, E: 0.0, Total_steps: 2840
23:21:21,232  274, step: 11, E: 0.0, Total_steps: 2851
23:21:21,520  275, step: 10, E: 0.0, Total_steps: 2861
23:21:21,787  276, step: 9, E: 0.1111111111111111, Total_steps: 2870
23:21:22,75  277, step: 10, E: 0.1, Total_steps: 2880
23:21:22,454  278, step: 10, E: 0.0, Total_steps: 2890
23:21:22,760  279, step: 9, E: 0.1111111111111111, Total_steps: 2899
23:21:23,864  280, step: 10, E: 0.2, Total_steps: 2909
23:21:24,255  281, step: 10, E: 0.1, Total_steps: 2919
23:21:24,623  282, step: 10, E: 0.1, Total_steps: 2929
23:21:24,914  283, step: 11, E: 0.0, Total_steps: 2940
23:21:25,238  284, step: 11, E: 0.09090909090909091, Total_steps: 2951
23:21:25,515  285, step: 9, E: 0.1111111111111111, Total_steps: 2960
23:21:25,723  286, step: 8, E: 0.0, Total_steps: 2968
23:21:26,75  287, step: 11, E: 0.18181818181818182, Total_steps: 2979
23:21:26,351  288, step: 9, E: 0.2222222222222222, Total_steps: 2988
23:21:26,676  289, step: 10, E: 0.0, Total_steps: 2998
23:21:27,831  290, step: 11, E: 0.09090909090909091, Total_steps: 3009
23:21:28,165  291, step: 11, E: 0.2727272727272727, Total_steps: 3020
23:21:28,460  292, step: 10, E: 0.1, Total_steps: 3030
23:21:28,907  293, step: 14, E: 0.2857142857142857, Total_steps: 3044
23:21:29,648  294, step: 11, E: 0.09090909090909091, Total_steps: 3055
23:21:30,616  295, step: 8, E: 0.125, Total_steps: 3063
23:21:30,907  296, step: 10, E: 0.0, Total_steps: 3073
23:21:31,534  297, step: 11, E: 0.0, Total_steps: 3084
23:21:31,851  298, step: 11, E: 0.18181818181818182, Total_steps: 3095
23:21:32,181  299, step: 9, E: 0.0, Total_steps: 3104
23:21:33,263  300, step: 9, E: 0.1111111111111111, Total_steps: 3113
23:21:33,704  301, step: 8, E: 0.125, Total_steps: 3121
23:21:34,105  302, step: 12, E: 0.16666666666666666, Total_steps: 3133
23:21:34,405  303, step: 11, E: 0.18181818181818182, Total_steps: 3144
23:21:34,820  304, step: 12, E: 0.16666666666666666, Total_steps: 3156
23:21:35,272  305, step: 11, E: 0.2727272727272727, Total_steps: 3167
23:21:36,60  306, step: 12, E: 0.25, Total_steps: 3179
23:21:36,334  307, step: 8, E: 0.125, Total_steps: 3187
23:21:36,639  308, step: 10, E: 0.1, Total_steps: 3197
23:21:37,333  309, step: 8, E: 0.125, Total_steps: 3205
23:21:38,585  310, step: 9, E: 0.0, Total_steps: 3214
23:21:39,30  311, step: 12, E: 0.3333333333333333, Total_steps: 3226
23:21:39,432  312, step: 11, E: 0.18181818181818182, Total_steps: 3237
23:21:39,833  313, step: 9, E: 0.2222222222222222, Total_steps: 3246
23:21:40,246  314, step: 11, E: 0.18181818181818182, Total_steps: 3257
23:21:40,621  315, step: 11, E: 0.18181818181818182, Total_steps: 3268
23:21:41,2  316, step: 10, E: 0.2, Total_steps: 3278
23:21:41,424  317, step: 11, E: 0.2727272727272727, Total_steps: 3289
23:21:41,836  318, step: 13, E: 0.3076923076923077, Total_steps: 3302
23:21:42,499  319, step: 18, E: 0.2777777777777778, Total_steps: 3320
23:21:44,70  320, step: 16, E: 0.25, Total_steps: 3336
23:21:44,454  321, step: 13, E: 0.15384615384615385, Total_steps: 3349
23:21:44,915  322, step: 14, E: 0.07142857142857142, Total_steps: 3363
23:21:45,464  323, step: 14, E: 0.35714285714285715, Total_steps: 3377
23:21:45,928  324, step: 12, E: 0.3333333333333333, Total_steps: 3389
23:21:46,520  325, step: 14, E: 0.2857142857142857, Total_steps: 3403
23:21:47,82  326, step: 15, E: 0.3333333333333333, Total_steps: 3418
23:21:48,86  327, step: 27, E: 0.4074074074074074, Total_steps: 3445
23:21:48,598  328, step: 16, E: 0.3125, Total_steps: 3461
23:21:49,35  329, step: 14, E: 0.2857142857142857, Total_steps: 3475
23:21:56,173  330, step: 44, E: 0.20454545454545456, Total_steps: 3519
23:21:57,20  331, step: 29, E: 0.3103448275862069, Total_steps: 3548
23:21:57,840  332, step: 28, E: 0.32142857142857145, Total_steps: 3576
23:21:58,772  333, step: 29, E: 0.3793103448275862, Total_steps: 3605
23:21:59,866  334, step: 36, E: 0.3888888888888889, Total_steps: 3641
23:22:00,846  335, step: 31, E: 0.2903225806451613, Total_steps: 3672
23:22:04,873  336, step: 124, E: 0.21774193548387097, Total_steps: 3796
23:22:08,369  337, step: 91, E: 0.24175824175824176, Total_steps: 3887
23:22:10,523  338, step: 68, E: 0.27941176470588236, Total_steps: 3955
23:22:12,466  339, step: 69, E: 0.2608695652173913, Total_steps: 4024
23:22:23,362  340, step: 124, E: 0.16129032258064516, Total_steps: 4148
23:22:25,543  341, step: 70, E: 0.2571428571428571, Total_steps: 4218
23:22:28,639  342, step: 108, E: 0.1574074074074074, Total_steps: 4326
23:22:31,122  343, step: 81, E: 0.16049382716049382, Total_steps: 4407
23:22:33,603  344, step: 80, E: 0.125, Total_steps: 4487
23:22:36,167  345, step: 88, E: 0.1590909090909091, Total_steps: 4575
23:22:39,171  346, step: 84, E: 0.16666666666666666, Total_steps: 4659
23:22:41,200  347, step: 68, E: 0.19117647058823528, Total_steps: 4727
23:22:42,348  348, step: 38, E: 0.23684210526315788, Total_steps: 4765
23:22:44,764  349, step: 77, E: 0.23376623376623376, Total_steps: 4842
23:22:52,11  350, step: 40, E: 0.225, Total_steps: 4882
23:22:56,657  351, step: 152, E: 0.14473684210526316, Total_steps: 5034
23:22:58,472  352, step: 63, E: 0.15873015873015872, Total_steps: 5097
23:22:59,857  353, step: 50, E: 0.14, Total_steps: 5147
23:23:01,802  354, step: 64, E: 0.109375, Total_steps: 5211
23:23:03,594  355, step: 57, E: 0.19298245614035087, Total_steps: 5268
23:23:05,356  356, step: 56, E: 0.03571428571428571, Total_steps: 5324
23:23:08,842  357, step: 96, E: 0.10416666666666667, Total_steps: 5420
23:23:11,807  358, step: 95, E: 0.18947368421052632, Total_steps: 5515
23:23:14,257  359, step: 82, E: 0.036585365853658534, Total_steps: 5597
23:23:29,352  360, step: 53, E: 0.11320754716981132, Total_steps: 5650
23:23:31,125  361, step: 59, E: 0.1694915254237288, Total_steps: 5709
23:23:32,817  362, step: 56, E: 0.19642857142857142, Total_steps: 5765
23:23:36,164  363, step: 106, E: 0.2169811320754717, Total_steps: 5871
23:23:38,682  364, step: 65, E: 0.18461538461538463, Total_steps: 5936
23:23:40,92  365, step: 47, E: 0.10638297872340426, Total_steps: 5983
23:23:43,522  366, step: 113, E: 0.1504424778761062, Total_steps: 6096
23:23:44,988  367, step: 53, E: 0.1320754716981132, Total_steps: 6149
23:23:47,256  368, step: 74, E: 0.22972972972972974, Total_steps: 6223
23:23:48,711  369, step: 47, E: 0.0425531914893617, Total_steps: 6270
23:24:01,172  370, step: 60, E: 0.2, Total_steps: 6330
23:24:03,102  371, step: 51, E: 0.19607843137254902, Total_steps: 6381
23:24:04,888  372, step: 55, E: 0.07272727272727272, Total_steps: 6436
23:24:07,640  373, step: 74, E: 0.13513513513513514, Total_steps: 6510
23:24:09,578  374, step: 61, E: 0.13114754098360656, Total_steps: 6571
23:24:11,220  375, step: 50, E: 0.1, Total_steps: 6621
23:24:13,500  376, step: 50, E: 0.06, Total_steps: 6671
23:24:16,154  377, step: 75, E: 0.12, Total_steps: 6746
23:24:17,509  378, step: 46, E: 0.021739130434782608, Total_steps: 6792
23:24:20,228  379, step: 66, E: 0.09090909090909091, Total_steps: 6858
23:24:34,393  380, step: 90, E: 0.13333333333333333, Total_steps: 6948
23:24:36,860  381, step: 83, E: 0.20481927710843373, Total_steps: 7031
23:24:40,206  382, step: 92, E: 0.08695652173913043, Total_steps: 7123
23:24:42,203  383, step: 62, E: 0.08064516129032258, Total_steps: 7185
23:24:43,891  384, step: 55, E: 0.07272727272727272, Total_steps: 7240
23:24:45,560  385, step: 52, E: 0.1346153846153846, Total_steps: 7292
23:24:47,961  386, step: 81, E: 0.18518518518518517, Total_steps: 7373
23:24:50,327  387, step: 78, E: 0.0641025641025641, Total_steps: 7451
23:24:53,281  388, step: 92, E: 0.15217391304347827, Total_steps: 7543
23:24:57,131  389, step: 122, E: 0.12295081967213115, Total_steps: 7665
23:25:15,712  390, step: 94, E: 0.11702127659574468, Total_steps: 7759
23:25:18,436  391, step: 89, E: 0.07865168539325842, Total_steps: 7848
23:25:20,401  392, step: 59, E: 0.1694915254237288, Total_steps: 7907
23:25:22,656  393, step: 65, E: 0.09230769230769231, Total_steps: 7972
23:25:25,307  394, step: 67, E: 0.04477611940298507, Total_steps: 8039
23:25:32,750  395, step: 228, E: 0.13596491228070176, Total_steps: 8267
23:25:36,336  396, step: 98, E: 0.11224489795918367, Total_steps: 8365
23:25:40,272  397, step: 106, E: 0.09433962264150944, Total_steps: 8471
23:25:46,549  398, step: 203, E: 0.10837438423645321, Total_steps: 8674
23:25:48,908  399, step: 77, E: 0.11688311688311688, Total_steps: 8751
23:26:02,395  400, step: 97, E: 0.09278350515463918, Total_steps: 8848
23:26:05,806  401, step: 80, E: 0.075, Total_steps: 8928
23:26:11,604  402, step: 125, E: 0.048, Total_steps: 9053
23:26:15,615  403, step: 113, E: 0.07079646017699115, Total_steps: 9166
23:26:26,587  404, step: 338, E: 0.10355029585798817, Total_steps: 9504
23:26:31,859  405, step: 168, E: 0.10119047619047619, Total_steps: 9672
23:26:34,350  406, step: 82, E: 0.10975609756097561, Total_steps: 9754
23:26:37,683  407, step: 80, E: 0.1, Total_steps: 9834
23:26:41,617  408, step: 121, E: 0.11570247933884298, Total_steps: 9955
